PaymentType,MerchantReferenceId,MerchantOrderId,OriginalMerchantReferenceId,OriginalTransactionId,OriginalTransactionDate,PhonePeReferenceId,TransactionUTR,StoreId,StoreName,TerminalId,TerminalName,From,Instrument,CreationDate,TransactionDate,SettlementDate,BankReferenceNo,Amount,Fee,IGST,CGST,SGST
PAYMENT,TX1765374575280,PN251210179-MI1765374575280,,,,T2512101919454192721094,534449086271,Goa-PN251210179,Goa-PN251210179,2840844423-EV36A36,2840844423-EV36A36,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 07:19:45 PM,11-12-2025,AXNPN34554189917,48.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765344088235,VS251209465-MI1765344088235,,,,T2512101051399005355060,645039727183,Goa-VS251209465,Goa-VS251209465,2840303414-VSD16A16,2840303414-VSD16A16,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 10:51:43 AM,11-12-2025,AXNPN34554189917,43.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765362982937,PN251210351-MI1765362982937,,,,T2512101606346525412801,571039003174,Goa-PN251210351,Goa-PN251210351,2840303607-EV70A70,2840303607-EV70A70,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 04:06:34 PM,11-12-2025,AXNPN34554189917,15.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765365198868,VS251210240-MI1765365198868,,,,T2512101643275378018443,571025218044,Goa-VS251210240,Goa-VS251210240,2840304447-VSDEV39A,2840304447-VSDEV39A,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 04:43:27 PM,11-12-2025,AXNPN34554189917,144.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765371974002,PO251210222-MI1765371974002,,,,T2512101836317169649883,571049008206,Goa-PO251210222,Goa-PO251210222,2840852561-PRVEV67A67,2840852561-PRVEV67A67,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 06:36:31 PM,11-12-2025,AXNPN34554189917,20.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765333341841,MA251209425-MI1765333341841,,,,T2512100752534298459421,534491256514,Goa-MA251209425,Goa-MA251209425,2840309003-MB21A21,2840309003-MB21A21,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 07:52:53 AM,11-12-2025,AXNPN34554189917,42.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765343654792,PN251209308-MI1765343654792,,,,T2512101044260342378025,534446990768,Goa-PN251209308,Goa-PN251209308,2840303794-1A2,2840303794-1A2,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 10:44:26 AM,11-12-2025,AXNPN34554189917,126.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765368461241,VS251210240-MI1765368461241,,,,T2512101737535626074965,115425887797,Goa-VS251210240,Goa-VS251210240,2840304447-VSDEV39A,2840304447-VSDEV39A,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 05:37:53 PM,11-12-2025,AXNPN34554189917,48.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765358257736,MA251210269-MI1765358257736,,,,T2512101447524718951787,571016804534,Goa-MA251210269,Goa-MA251210269,2840305141-MBEV86A86,2840305141-MBEV86A86,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 02:47:52 PM,11-12-2025,AXNPN34554189917,25.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765335496723,MA251209410-MI1765335496723,,,,T2512100828336270576304,534440516166,Goa-MA251209410,Goa-MA251209410,2840309026-MBEV35A35,2840309026-MBEV35A35,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 08:28:33 AM,11-12-2025,AXNPN34554189917,25.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765342673040,VS251209254-MI1765342673040,,,,T2512101028058331771072,534456995769,Goa-VS251209254,Goa-VS251209254,2840318359-VSD28A28,2840318359-VSD28A28,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 10:28:05 AM,11-12-2025,AXNPN34554189917,43.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765378055020,MA251210413-MI1765378055020,,,,T2512102017490335792971,571001645676,Goa-MA251210413,Goa-MA251210413,2840308655-MBEV39A39,2840308655-MBEV39A39,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 08:17:49 PM,11-12-2025,AXNPN34554189917,25.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765339341036,VS251209253-MI1765339341036,,,,T2512100932302945518819,115401077955,Goa-VS251209253,Goa-VS251209253,2840304442-VSDEV39A,2840304442-VSDEV39A,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 09:32:30 AM,11-12-2025,AXNPN34554189917,96.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765365449183,PN251209494-MI1765365449183,,,,T2512101647371814425199,787922802825,Goa-PN251209494,Goa-PN251209494,2840303626-32A32,2840303626-32A32,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 04:47:41 PM,11-12-2025,AXNPN34554189917,50.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765381628586,VS251210476-MI1765381628586,,,,T2512102117407860016668,571066974077,Goa-VS251210476,Goa-VS251210476,2840303569-VSD18A18,2840303569-VSD18A18,PhonePe Private Limited,UPI_WALLET_FULFILMENT,10-12-2025,10-12-2025 09:17:40 PM,11-12-2025,AXNPN34554189917,30.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765381428092,PN251210403-MI1765381428092,,,,T2512102114085657193977,425103776074,Goa-PN251210403,Goa-PN251210403,2840852569-28A28,2840852569-28A28,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 09:14:13 PM,11-12-2025,AXNPN34554189917,36.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765341413671,MA251210195-MI1765341413671,,,,T2512101007081530210660,534473074211,Goa-MA251210195,Goa-MA251210195,2840308842-MB27A27,2840308842-MB27A27,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 10:07:08 AM,11-12-2025,AXNPN34554189917,70.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765334248028,VS251209254-MI1765334248028,,,,T2512100807440750258877,534403969278,Goa-VS251209254,Goa-VS251209254,2840318359-VSD28A28,2840318359-VSD28A28,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 08:07:44 AM,11-12-2025,AXNPN34554189917,43.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765367489286,PN251210366-MI1765367489286,,,,T2512101721465969564800,534470752449,Goa-PN251210366,Goa-PN251210366,2840308370-EV37A37,2840308370-EV37A37,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 05:21:46 PM,11-12-2025,AXNPN34554189917,25.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765333837954,VS251209254-MI1765333837954,,,,T2512100800483973038526,713043881232,Goa-VS251209254,Goa-VS251209254,2840318359-VSD28A28,2840318359-VSD28A28,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 08:00:52 AM,11-12-2025,AXNPN34554189917,43.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765342976338,VS251209254-MI1765342976338,,,,T2512101033006521436892,483429349154,Goa-VS251209254,Goa-VS251209254,2840318359-VSD28A28,2840318359-VSD28A28,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 10:33:04 AM,11-12-2025,AXNPN34554189917,172.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765371993869,VS251210250-MI1765371993869,,,,T2512101836578193651038,571034425766,Goa-VS251210250,Goa-VS251210250,2840304204-VSD66A66,2840304204-VSD66A66,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 06:36:57 PM,11-12-2025,AXNPN34554189917,20.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765338926550,VS251209233-MI1765338926550,,,,T2512100925359094926356,534426863419,Goa-VS251209233,Goa-VS251209233,2840305153-VSD38A38,2840305153-VSD38A38,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 09:25:35 AM,11-12-2025,AXNPN34554189917,42.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765328720543,MA251209269-MI1765328720543,,,,T2512100635338061363773,534454254518,Goa-MA251209269,Goa-MA251209269,2840305679-MBEV32A32,2840305679-MBEV32A32,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 06:35:33 AM,11-12-2025,AXNPN34554189917,30.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765339689944,VS251209253-MI1765339689944,,,,T2512100938193907750133,534476067432,Goa-VS251209253,Goa-VS251209253,2840304442-VSDEV39A,2840304442-VSDEV39A,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 09:38:19 AM,11-12-2025,AXNPN34554189917,48.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765372731161,MA251210472-MI1765372731161,,,,T2512101849109516718471,521251599227,Goa-MA251210472,Goa-MA251210472,2840308278-MBEV41A41,2840308278-MBEV41A41,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 06:49:17 PM,11-12-2025,AXNPN34554189917,55.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765334251297,VS251209233-MI1765334251297,,,,T2512100808010689188616,534445860884,Goa-VS251209233,Goa-VS251209233,2840305153-VSD38A38,2840305153-VSD38A38,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 08:08:01 AM,11-12-2025,AXNPN34554189917,42.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765331018624,VS251209253-MI1765331018624,,,,T2512100713466698951031,534475208217,Goa-VS251209253,Goa-VS251209253,2840304442-VSDEV39A,2840304442-VSDEV39A,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 07:13:46 AM,11-12-2025,AXNPN34554189917,96.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765359707106,PN251210179-MI1765359707106,,,,T2512101512067078121181,115418049985,Goa-PN251210179,Goa-PN251210179,2840844423-EV36A36,2840844423-EV36A36,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 03:12:06 PM,11-12-2025,AXNPN34554189917,96.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765371969331,VS251209395-MI1765371969331,,,,T2512101836214530586316,841950455162,Goa-VS251209395,Goa-VS251209395,2840305539-VSD7A8,2840305539-VSD7A8,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 06:36:29 PM,11-12-2025,AXNPN34554189917,65.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765341022464,PN251209388-MI1765341022464,,,,T2512101000392376009173,534439025530,Goa-PN251209388,Goa-PN251209388,2840303624-105A105,2840303624-105A105,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 10:00:39 AM,11-12-2025,AXNPN34554189917,20.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765360624872,MA251210308-MI1765360624872,,,,T2512101527185178951001,571007874683,Goa-MA251210308,Goa-MA251210308,2840309009-MB15A16,2840309009-MB15A16,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 03:27:18 PM,11-12-2025,AXNPN34554189917,43.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765371773065,PN251210188-MI1765371773065,,,,T2512101833013572995048,115429877356,Goa-PN251210188,Goa-PN251210188,2840303787-15A15,2840303787-15A15,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 06:33:01 PM,11-12-2025,AXNPN34554189917,43.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765324967901,PN251209280-MI1765324967901,,,,T2512100533009001031248,534402434042,Goa-PN251209280,Goa-PN251209280,2840303471-EV47A47,2840303471-EV47A47,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 05:33:00 AM,11-12-2025,AXNPN34554189917,25.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765372940340,VS251210237-MI1765372940340,,,,T2512101852290964775755,571029027376,Goa-VS251210237,Goa-VS251210237,2840304155-VSD28A28,2840304155-VSD28A28,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 06:52:29 PM,11-12-2025,AXNPN34554189917,43.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765359651477,VS251210245-MI1765359651477,,,,T2512101511063527744293,534415659748,Goa-VS251210245,Goa-VS251210245,2840304309-VSD9A10,2840304309-VSD9A10,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 03:11:06 PM,11-12-2025,AXNPN34554189917,36.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765361403971,PN251209370-MI1765361403971,,,,T2512101540144584629321,115419436970,Goa-PN251209370,Goa-PN251209370,2840303705-9A9,2840303705-9A9,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 03:40:14 PM,11-12-2025,AXNPN34554189917,20.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765348670875,PN251210351-MI1765348670875,,,,T2512101208032262245307,123802440343,Goa-PN251210351,Goa-PN251210351,2840303607-EV70A70,2840303607-EV70A70,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 12:08:07 PM,11-12-2025,AXNPN34554189917,25.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765380699772,VS251209288-MI1765380699772,,,,T2512102102037744152726,131282696612,Goa-VS251209288,Goa-VS251209288,2840303766-VS73A74,2840303766-VS73A74,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 09:02:06 PM,11-12-2025,AXNPN34554189917,40.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765342402218,PN251209220-MI1765342402218,,,,T2512101023441096635860,430776575587,Goa-PN251209220,Goa-PN251209220,2840249414-3A4,2840249414-3A4,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 10:23:54 AM,11-12-2025,AXNPN34554189917,386.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765337881466,PN251209308-MI1765337881466,,,,T2512100908181354085700,871325695236,Goa-PN251209308,Goa-PN251209308,2840303794-1A2,2840303794-1A2,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 09:08:23 AM,11-12-2025,AXNPN34554189917,75.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765340016460,VS251209253-MI1765340016460,,,,T2512100943435870595531,094343515830,Goa-VS251209253,Goa-VS251209253,2840304442-VSDEV39A,2840304442-VSDEV39A,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 09:43:43 AM,11-12-2025,AXNPN34554189917,48.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765362110509,VS251210237-MI1765362110509,,,,T2512101552000848914103,571053702969,Goa-VS251210237,Goa-VS251210237,2840304155-VSD28A28,2840304155-VSD28A28,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 03:52:00 PM,11-12-2025,AXNPN34554189917,43.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765375758710,VS251209547-MI1765375758710,,,,T2512101939475797887948,115435120684,Goa-VS251209547,Goa-VS251209547,2840303402-VSD54A54,2840303402-VSD54A54,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 07:39:47 PM,11-12-2025,AXNPN34554189917,10.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765365333903,VS251209288-MI1765365333903,,,,T2512101645438581113581,167234701367,Goa-VS251209288,Goa-VS251209288,2840303766-VS73A74,2840303766-VS73A74,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 04:45:49 PM,11-12-2025,AXNPN34554189917,65.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765348720895,MA251210270-MI1765348720895,,,,T2512101208500576736099,534467787970,Goa-MA251210270,Goa-MA251210270,2840304409-MBEV119A119,2840304409-MBEV119A119,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 12:08:50 PM,11-12-2025,AXNPN34554189917,210.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765328417914,MA251209358-MI1765328417914,,,,T2512100630283795711920,534406967544,Goa-MA251209358,Goa-MA251209358,2840305285-MBEV81A81,2840305285-MBEV81A81,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 06:30:28 AM,11-12-2025,AXNPN34554189917,25.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765362626027,MA251210411-MI1765362626027,,,,T2512101600368843997177,571089402915,Goa-MA251210411,Goa-MA251210411,2840308278-MB87A87,2840308278-MB87A87,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 04:00:36 PM,11-12-2025,AXNPN34554189917,15.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765356558751,VS251210337-MI1765356558751,,,,T2512101419399168136272,115415485452,Goa-VS251210337,Goa-VS251210337,2840305505-VSD58A58,2840305505-VSD58A58,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 02:19:39 PM,11-12-2025,AXNPN34554189917,45.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765360988064,VS251210237-MI1765360988064,,,,T2512101533163357968718,115419106959,Goa-VS251210237,Goa-VS251210237,2840304155-VSD28A28,2840304155-VSD28A28,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 03:33:16 PM,11-12-2025,AXNPN34554189917,43.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765342287618,MA251209320-MI1765342287618,,,,T2512101021405008138070,393558072759,Goa-MA251209320,Goa-MA251209320,2840308277-MB15A16,2840308277-MB15A16,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 10:21:40 AM,11-12-2025,AXNPN34554189917,125.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765346957282,PN251210179-MI1765346957282,,,,T2512101139354793961592,534452249102,Goa-PN251210179,Goa-PN251210179,2840844423-EV36A36,2840844423-EV36A36,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 11:39:35 AM,11-12-2025,AXNPN34554189917,48.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765376653605,PN251209498-MI1765376653605,,,,T2512101954295575000994,762406895940,Goa-PN251209498,Goa-PN251209498,2840303707-113A114,2840303707-113A114,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 07:54:32 PM,11-12-2025,AXNPN34554189917,25.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765349592199,VS251210337-MI1765349592199,,,,T2512101223569592669301,534433141463,Goa-VS251210337,Goa-VS251210337,2840305505-VSD58A58,2840305505-VSD58A58,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 12:23:57 PM,11-12-2025,AXNPN34554189917,30.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765365068620,VS251209395-MI1765365068620,,,,T2512101641240967294429,571099009252,Goa-VS251209395,Goa-VS251209395,2840305539-VSD7A8,2840305539-VSD7A8,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 04:41:24 PM,11-12-2025,AXNPN34554189917,271.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765325477692,MA251209401-MI1765325477692,,,,T2512100541459514775264,115396160399,Goa-MA251209401,Goa-MA251209401,2840308988-GN2412003466,2840308988-GN2412003466,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 05:41:45 AM,11-12-2025,AXNPN34554189917,300.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765360088244,PN251210179-MI1765360088244,,,,T2512101518233285000089,297309977876,Goa-PN251210179,Goa-PN251210179,2840844423-EV36A36,2840844423-EV36A36,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 03:18:28 PM,11-12-2025,AXNPN34554189917,48.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765337374792,PN251209411-MI1765337374792,,,,T2512100859486757450177,534428907034,Goa-PN251209411,Goa-PN251209411,2840303785-EV116A116,2840303785-EV116A116,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 08:59:48 AM,11-12-2025,AXNPN34554189917,35.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765350321521,PO251207511-MI1765350321521,,,,T2512101235333506563965,630475188704,Goa-PO251207511,Goa-PO251207511,2840308936-PRV17A,2840308936-PRV17A,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 12:35:40 PM,11-12-2025,AXNPN34554189917,136.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765349137084,PS251209514-MI1765349137084,,,,T2512101215490265711580,534421910833,Goa-PS251209514,Goa-PS251209514,2840305130-Y12,2840305130-Y12,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 12:15:49 PM,11-12-2025,AXNPN34554189917,10.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765350577064,PO251207511-MI1765350577064,,,,T2512101239514093470402,134964219673,Goa-PO251207511,Goa-PO251207511,2840308936-PRV17A,2840308936-PRV17A,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 12:39:55 PM,11-12-2025,AXNPN34554189917,544.0,0.0,0.0,0.0,0.0
